book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien/Christopher Tolkien,4.38,0618083553,9780618083558,en-US,1680,237,3,2000-09-01,Mariner Books
2330,The Languages of Tolkien's Middle-Earth,Ruth S. Noel/J.R.R. Tolkien,3.98,0395291305,9780395291306,eng,207,4685,74,1980-05-28,Houghton Mifflin Company
2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings #1-3),J.R.R. Tolkien,4.50,0618574999,9780618574995,en-US,1438,232,9,2005-06-01,Mariner Books
2333,Farmer Giles of Ham,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.85,0618009361,9780618009367,eng,127,5526,225,1999-11-15,Houghton Mifflin Harcourt
2336,Tandia,Bryce Courtenay,4.05,0140272925,9780140272925,eng,905,8461,369,1998-08-31,Penguin Books Australia Ltd.
2338,Matthew Flinders' Cat,Bryce Courtenay,3.80,0670910619,9780670910618,eng,611,2737,161,2002-12-31,Viking
2343,Solomon's Song (The Potato Factory #3),Bryce Courtenay,4.01,0140271570,9780140271577,eng,671,3920,132,2001-08-31,Penguin Books Australia Ltd.
2348,An Introduction to Old Norse,E.V. Gordon/A.R. Taylor,4.10,0198111843,9780198111849,eng,412,104,7,1981-07-23,Oxford University Press
2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M. Anderson/Karen Swenson,3.68,0815319665,9780815319665,eng,320,19,2,2002-12-21,Routledge
2367,Brave Companions: Portraits in History,David McCullough,3.98,0671792768,9780671792763,eng,240,3460,482,1992-11-01,Simon Schuster
2368,Mornings on Horseback: The Story of an Extraordinary Family a Vanished Way of Life and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,0671447548,9780671447540,eng,445,23064,1191,1982-05-12,Simon Schuster
2370,John Adams,David McCullough,4.06,0684813637,9780684813639,en-US,752,1852,285,2001-05-01,Simon & Schuster
2371,The Johnstown Flood,David McCullough,4.11,0844662925,9780844662923,eng,302,14739,1199,1990-01-01,Peter Smith Publisher
2372,The Path Between the Seas: The Creation of the Panama Canal 1870-1914,David McCullough,4.20,0743262131,9780743262132,eng,697,12178,1042,2004-06-01,Simon Schuster
2373,The Bone Collector (Lincoln Rhyme #1),Jeffery Deaver,4.19,0451188454,9780451188458,eng,528,140014,1753,1998-04-01,Signet Book
2375,The Bone Collector's Son,Paul Yee,3.27,0761452427,9780761452423,eng,137,117,19,2004-01-01,Two Lions
2378,El Coleccionista De Huesos (Lincoln Rhyme #1),Jeffery Deaver,4.19,8466305130,9788466305136,spa,640,26,2,2003-06-01,Punto de Lectura
2386,Moby Dick,Herman Melville/William Hootkins,3.50,9626343583,9789626343586,eng,25,67,17,2005-09-01,Naxos Audiobooks
2388,Moby-Dick,Jan Needle/Patrick Benson/Herman Melville,3.71,0763630187,9780763630188,eng,192,161,16,2006-09-12,Candlewick Press
2389,Moby Dick,Herman Melville/William Hootkins,3.50,0143058096,9780143058090,eng,6,8858,885,2005-06-16,Penguin Audio
2390,Moby-Dick,Herman Melville/Carl F. Hovde,3.50,1593080182,9781593080181,eng,707,1260,207,2003-04-01,Barnes Noble Classics
2400,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey/Duncan Wu,3.61,0415247713,9780415247719,eng,208,50,7,2003-09-18,Routledge
2404,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,0192781537,9780192781536,eng,104,39,5,1998-04-16,Oxford University Press USA
2407,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.93,0919123708,9780919123700,eng,156,23,4,2004-04-30,Inner City Books
2409,Moby Dick: Or the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,019274156X,9780192741561,eng,102,6,0,1997-04-03,Oxford University Press USA
2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,0252063023,9780252063022,eng,164,0,0,1993-07-01,University of Illinois Press
2412,Unpainted to the Last: "Moby Dick" and Twentieth-century American Art,Elizabeth A. Schultz,4.28,0700607420,9780700607426,eng,400,16,1,1995-10-20,University Press of Kansas
2423,Double Tap (Paul Madriani #8),Steve Martini,3.92,0515139734,9780515139730,en-US,401,2790,159,2005-12-27,Jove Books
2430,The List,Steve Martini,3.96,0515121495,9780515121490,eng,451,12534,141,1997-12-01,Jove
2442,Witches Abroad (Discworld #12; Witches #3),Terry Pratchett,4.22,0061020613,9780061020612,eng,374,58408,1272,2002-07-30,HarperTorch
2443,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,0812967054,9780812967050,eng,560,8879,693,2003-02-11,Modern Library
2445,Teaching English Abroad,Susan Griffith,3.57,1854583522,9781854583529,eng,576,38,6,2007-01-01,Vacation Work Publications
2452,Theocritus: Select Poems: Select Poems,Theocritus/Kenneth James Dover,3.00,0862921473,9780862921477,grc,395,1,1,1991-06-01,Bristol Classical Press
2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod/Glenn W. Most,4.03,0674996232,9780674996236,eng,434,33,1,2007-03-01,Harvard University Press
2486,Death and the King's Horseman,Wole Soyinka/Simon Gikandi,3.76,0393977617,9780393977615,en-US,254,259,30,2002-11-05,W. W. Norton & Company
2494,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,0141439971,9780141439976,eng,104,3094,301,2005-03-31,Penguin Books Ltd
2495,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.89,0743487737,9780743487733,eng,150,372,36,2004-07-01,Simon Schuster
2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,157174102X,9781571741028,en-GB,275,68,6,1998-10-01,Hampton Roads Publishing Company
2501,The Time Machine,H.G. Wells/Melvin Burgess,3.89,0439436540,9780439436540,eng,123,284,35,2004-03-01,Scholastic Paperbacks
2504,The Complete Short Stories,H.G. Wells/John R. Hammond,4.14,1842124021,9781842124024,eng,864,875,33,2001-05-01,Orion Publishing
2506,Selected Stories,H.G. Wells/Ursula K. Le Guin,3.93,0812970756,9780812970753,en-US,432,80,11,2004-07-13,Modern Library
2508,Tono-Bungay,H.G. Wells/Edward Mendelson/Patrick Parrinder,3.42,0141441119,9780141441115,eng,414,856,111,2005-06-28,Penguin Classics
2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,0307264890,9780307264893,en-US,560,1338,113,2006-09-26,Everyman's Library
2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,0824512596,9780824512590,en-US,120,8228,410,1992-10-01,Crossroad
2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,9781400083114,eng,368,2594,403,2005-05-03,Broadway Books
2526,Blindness,José Saramago/Giovanni Pontiero,4.11,0156007754,9780156007757,eng,326,107455,7778,1999-10-04,Mariner Books
2527,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29,0156001411,9780156001410,eng,377,799,107,1994-09-28,Harcourt
2528,All the Names,José Saramago/Margaret Jull Costa,3.89,0156010593,9780156010597,eng,245,11016,734,2001-10-05,Mariner Books
2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,0156013037,9780156013031,eng,64,3331,242,2000-10-05,Mariner Books
2530,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,0156005204,9780156005203,eng,346,6184,284,1998-10-16,Mariner Books
2531,The Cave,José Saramago/Margaret Jull Costa,3.84,0156028794,9780156028790,eng,307,7649,548,2003-10-15,Mariner Books
2535,The Stone Raft,José Saramago/Giovanni Pontiero,3.80,0156004011,9780156004015,en-US,292,308,30,1996-06-14,Mariner Books
2536,The Year of the Death of Ricardo Reis,José Saramago/Giovanni Pontiero,4.02,1860465021,9781860465024,eng,384,3826,191,1998-09-17,Vintage Classics
2538,El hombre duplicado,José Saramago/Pilar del Río,3.89,8466312803,9788466312806,spa,380,1295,106,2004-09-01,Punto de Lectura
2539,Ensayo sobre la lucidez,José Saramago/Pilar del Río,3.80,8466314741,9788466314749,spa,461,1744,124,2005-01-01,Punto de Lectura
2541,La caverna,José Saramago/Pilar del Río,3.84,846630679X,9788466306799,spa,441,842,69,2003-02-01,Punto de Lectura
2542,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,0156006243,9780156006248,eng,314,331,62,1998-09-01,Mariner Books
2543,Las intermitencias de la muerte,José Saramago/Pilar del Río,4.00,9587043642,9789587043648,spa,274,2862,306,2005-12-01,Alfaguara
2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,089009389X,9780890093894,eng,902,1432,45,2009-10-06,Castle Books
2547,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,4.23,000100039X,9780001000391,eng,127,184293,5418,2010-01-01,Rupa & Co
2549,A Tear and a Smile,Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,4.03,0394448049,9780394448046,eng,228,2094,104,1950-06-27,Alfred A.Knopf
2551,On the Road,Jack Kerouac,3.63,0143036386,9780143036388,eng,320,488,39,2005-09-06,Penguin Books
2552,On the Road,Jack Kerouac/Ann Charters,3.63,0141182679,9780141182674,eng,281,5575,502,2000-02-24,Penguin Books
2557,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,0375711163,9780375711169,eng,732,2732,105,2006-04-04,Knopf Publishing Group
2560,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,5.00,382960226X,9783829602266,eng,83,1,0,2006-09-01,Schirmer Mosel
2567,Aké: The Years of Childhood,Wole Soyinka,3.93,0679725407,9780679725404,eng,230,1284,90,1989-10-23,Vintage
2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David Allen,3.85,0143034545,9780143034544,eng,165,3832,178,2004-12-28,Penguin Books
2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David Allen/Tina Blythe/Gene Thompson-Grove,4.00,0807744689,9780807744680,eng,142,54,4,2004-04-29,Teachers College Press
2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,0195137892,9780195137897,eng,272,125,13,2000-04-01,Oxford University Press USA
2595,Marketing Warfare,Al Ries/Jack Trout,4.11,0071460829,9780071460828,eng,216,942,59,2005-12-13,McGraw-Hill Education
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.97,0316346624,9780316346627,eng,301,633037,11898,2002-01-07,Back Bay Books
2613,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin/Malcolm Gladwell,3.98,0786887176,9780786887170,en-US,234,4600,88,2001-10-10,Hachette Books
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,0060521996,9780060521998,eng,286,32079,752,2003-01-07,Harper Paperbacks
2619,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,0141439564,9780141439563,eng,512,14228,668,2002-12-31,Penguin Books
2626,Great Expectations: Authoritative Text Backgrounds Contexts Criticism,Charles Dickens/Edgar Rosenberg,3.77,0393960692,9780393960693,eng,776,573,38,1999-01-19,W.W. Norton & Company
2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,3.80,0664241581,9780664241582,eng,364,108,13,1969-01-01,Westminster John Knox Press
2654,To Kill a Mockingbird,Harper Lee,4.27,0060935464,9780060935467,eng,323,10524,898,2005-07-05,Harper Perennial Modern Classics
2655,To Kill a Mockingbird,Harper Lee/Sissy Spacek,4.27,0060888695,9780060888695,eng,11,697,180,2006-08-22,Caedmon
2661,To Kill a Mockingbird,Harper Lee,4.27,0061205699,9780061205699,en-US,323,271,34,2006-10-17,Harper
2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,0761501665,9780761501664,eng,199,66,4,1995-09-20,Prima Lifestyles
2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,0486287599,9780486287591,eng,64,13562,141,1996-02-02,Dover Publications
2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,1416500391,9781416500391,eng,416,2161,50,2005-08-01,Simon Schuster
2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,1556434952,9781556434952,eng,144,3,0,2004-05-04,North Atlantic Books
2686,The Bostonians,Henry James/R.D. Gooder,3.59,0192834428,9780192834423,eng,504,85,12,1998-07-23,Oxford University Press
2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,4.28,1931082308,9781931082303,eng,1035,25,4,2003-03-10,Library of America
2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,193108288X,9781931082884,eng,713,27,3,2006-02-02,Library of America
2692,Complete Stories 1892–1898,Henry James/John Hollander/David Bromwich,4.22,1883011094,9781883011093,eng,958,198,7,1996-01-01,Library of America
2696,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,0140424385,9780140424386,eng,504,168559,2365,2003-01-30,Penguin Classics
2698,The Canterbury Tales,Geoffrey Chaucer/David Wright,3.49,019283360X,9780192833600,eng,465,257,22,1998-07-09,Oxford University Press
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,014042234X,9780140422344,enm,1254,792,59,2005-04-07,Penguin Classics
2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.80,0812000390,9780812000399,eng,530,73,5,1977-12-31,Barrons Educational Series
2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen Cooper,4.02,0198711557,9780198711551,eng,456,84,4,1996-05-23,Oxford University Press USA
2706,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,0140444084,9780140444087,eng,272,70,6,1983-05-26,Penguin Classics
2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,0671475029,9780671475024,eng,383,36,5,1964-01-28,Washington Square Press
2711,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,4.18,0395290317,9780395290316,enm,1327,7760,152,1987-12-12,Houghton Mifflin
2713,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,0140150811,9780140150810,eng,611,70,8,1977-05-26,Penguin Books
2715,Salt: A World History,Mark Kurlansky,3.74,0142001619,9780142001615,eng,484,50335,3012,2003-01-28,Penguin Books
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.20,0689834195,9780689834196,eng,32,1178,173,2003-11-01,Simon Schuster Books for Young Readers
2719,The Book of Salt,Monique Truong,3.52,0618446885,9780618446889,eng,261,4411,629,2004-06-15,Mariner Books
2722,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,039475526X,9780394755267,eng,627,856,105,1989-07-17,Vintage
2723,The Years of Rice and Salt,Kim Stanley Robinson,3.73,0553580078,9780553580075,eng,763,9344,995,2003-06-03,Bantam Books
2725,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,0805202412,9780805202410,eng,288,9254,194,1969-01-13,Schocken
2727,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,0300115865,9780300115864,eng,288,39,5,2006-11-01,Yale University Press
2731,Advanced Global Illumination,Philip Dutre,4.50,1568813074,9781568813073,eng,366,17,2,2006-08-30,A K PETERS
2735,Snow Falling On Cedars,David Guterson,3.83,074754655X,9780747546559,eng,404,588,46,1999-10-21,Bloomsbury Publishing PLC
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.10,1558745157,9781558745155,eng,331,52028,2513,1997-08-01,Health Communications Inc
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,0805061835,9780805061833,en-US,480,1397,128,1999-05-10,Owl Publishing Company
2749,Microserfs,Douglas Coupland,3.88,0007179812,9780007179817,eng,371,442,38,2008-01-01,Harper Perennial
2756,New Media Language,Jean Aitchison/Diana M. Lewis,3.00,0415283043,9780415283045,eng,209,2,0,2003-05-22,Routledge
2761,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,0684832402,9780684832401,eng,336,6599,635,1997-05-08,Free Press
2767,A People's History of the United States,Howard Zinn,4.08,0060838655,9780060838652,eng,729,167321,4711,2005-08-02,Harper Perennial
2768,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,1565848268,9781565848269,eng,619,39,3,2003-07-01,The New Press
2770,A People's History of the United States: The Civil War to the Present,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.00,1565847253,9781565847255,eng,496,22,0,2003-08-01,The New Press
2778,Graphic Design: A Concise History (World of Art),Richard Hollis,4.00,0500203474,9780500203477,en-US,232,675,12,2002-05-17,Thames Hudson
2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.00,0822318644,9780822318644,eng,272,206,9,1996-10-21,Duke University Press Books
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,039574010X,9780395740101,eng,256,81,12,1995-09-01,Mariner Books
2794,The Crying of Lot 49,Thomas Pynchon,3.69,006091307X,9780060913076,eng,152,57011,3332,2006-10-17,Harper Perennial
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,0425181642,9780425181645,eng,337,6368,321,2000-10-01,Berkley Trade
2804,Passionate Minds,David Bodanis,4.10,0307237206,9780307237200,en-US,373,717,112,2006-10-10,Crown Publishing Group (NY)
2810,Christian Mythmakers: C.S. Lewis Madeleine L'Engle J.R.R. Tolkien George MacDonald G.K. Chesterton Charles Williams Dante Alighieri John Bunyan Walter Wangerin Robert Siegel and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,094089548X,9780940895485,eng,303,448,18,2002-12-01,Cornerstone Press Chicago
2811,A House Like a Lotus (O'Keefe Family #3),Madeleine L'Engle,3.76,0440936853,9780440936855,eng,307,3976,163,1985-11-01,Dell
2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,0877887268,9780877887263,eng,320,496,48,2002-03-19,Shaw Books
2815,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,0671686909,9780671686901,eng,64,367,38,1990-09-30,Simon & Schuster Children's Publishing
2817,A Full House: An Austin Family Christmas (Austin Family #5.6),Madeleine L'Engle/Mary Chambers,3.98,0877880204,9780877880202,eng,48,235,4,2000-03-07,Shaw
2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,0062545035,9780062545039,en-CA,246,5236,506,1984-01-01,HarperOne
2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,0521639875,9780521639873,eng,204,388,23,1999-04-22,Cambridge University Press
2821,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,0385092105,9780385092104,en-US,320,843,42,1990-05-07,Anchor
2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,9781419154072,eng,84,32,0,2004-06-17,Kessinger Publishing
2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,0140433392,9780140433395,en-US,160,10147,301,2003-11-27,Penguin Classics
2826,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4.00,0907129072,9780907129073,eng,179,9,2,2008-03-14,Roxford Books
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,0195114159,9780195114157,eng,512,3664,58,1997-03-06,Oxford University Press USA
2835,The Tragedy of Pudd'nhead Wilson,Mark Twain/Michael Prichard,3.79,140015068X,9781400150687,eng,0,3,0,2003-01-01,Tantor Media
2836,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4.00,0060734019,9780060734015,en-US,191,1811,152,2008-07-01,HarperTeen
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking Talking Writing—and Loving Literature,Tara MacCarthy,5.00,0439271711,9780439271714,eng,32,4,1,2002-01-01,Teaching Resources
2847,Bread and Roses Too,Katherine Paterson,3.76,0618654798,9780618654796,eng,275,2018,294,2006-09-04,Clarion Books
2851,The Invisible Child,Katherine Paterson,4.27,0525464824,9780525464822,eng,266,99,27,2001-12-31,Dutton Juvenile
2855,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,1559704640,9781559704649,eng,186,1771,99,1998-09-15,Arcade Publishing
2860,Scholar of Decay (Ravenloft #14),Tanya Huff,3.46,078690206X,9780786902064,eng,313,38,1,2000-05-01,TSR
2864,Girl with a Pearl Earring,Tracy Chevalier,3.88,0452284937,9780452284937,eng,233,1162,127,2003-09-30,Plume Books
2868,The Golden Tulip,Rosalind Laker,3.94,0385415605,9780385415606,eng,585,29,4,1991-09-01,Doubleday
2871,Burning Bright,Tracy Chevalier,3.36,052594978X,9780525949787,eng,320,10919,1113,2007-03-20,Dutton
2872,Falling Angels,Tracy Chevalier,3.58,0452283205,9780452283206,eng,336,20321,1214,2002-09-24,Penguin Books
2873,The Virgin Blue,Tracy Chevalier,3.66,0452284449,9780452284449,eng,304,26029,1588,2003-06-24,Penguin Books
2875,Wenn Engel fallen,Tracy Chevalier,3.58,3471772537,9783471772539,ger,384,6,1,2002-02-01,List
2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter/Tracy Chevalier/Colin Wiggins,3.64,1857093313,9781857093315,en-GB,80,42,0,2006-03-08,National Gallery London
2879,Bleach Volume 15,Tite Kubo,4.42,1421506130,9781421506135,eng,208,19945,76,2006-10-03,VIZ Media LLC
2880,Bleach Volume 01,Tite Kubo,4.22,1591164419,9781591164418,eng,200,140403,1063,2004-05-19,VIZ Media LLC
2881,Bleach Volume 14,Tite Kubo,4.38,1421506122,9781421506128,eng,208,10356,79,2006-08-01,VIZ Media LLC
2882,Bleach Volume 11,Tite Kubo,4.36,1421502712,9781421502717,eng,208,8773,84,2006-02-07,VIZ Media LLC
2883,Bleach Volume 12,Tite Kubo,4.36,1421504030,9781421504032,eng,208,8948,86,2006-04-04,VIZ Media LLC
2885,DEATH NOTE デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4.43,4088736214,9784088736211,jpn,195,227,38,2004-04-02,集英社
2886,Death Note Vol. 4: 恋心 (Death Note #4),Tsugumi Ohba/Takeshi Obata,4.39,4088736710,9784088736716,jpn,204,452,13,2004-11-11,Shueisha
2887,Death Note Vol. 3: 激走 (Death Note #3),Tsugumi Ohba/Takeshi Obata,4.43,4088736524,9784088736525,jpn,194,400,11,2004-09-03,Shueisha
2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,0373028601,9780373028603,eng,187,3,1,1987-07-24,Harlequin Romance
2895,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,0307277763,9780307277763,eng,255,1124,191,2001-02-13,Vintage International
2896,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,3257228007,9783257228007,ger,321,9674,343,1994-06-01,Diogenes
2898,Three Stories and a Reflection,Patrick Süskind,3.57,0747534934,9780747534938,eng,128,24,3,1997-11-13,Bloomsbury Publishing PLC
2899,The Pigeon,Patrick Süskind,3.68,0140105832,9780140105834,eng,77,6254,423,1989-06-29,Penguin
2900,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,0747566755,9780747566755,eng,128,2061,104,2003-11-03,Not Avail
2906,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach #1),Tite Kubo,4.22,4088732138,9784088732138,jpn,189,41,3,2002-01-05,Shueisha
2907,Bleach Tome 1: The Death and the Strawberry,Tite Kubo,4.22,2723442276,9782723442275,fre,192,54,4,2003-07-02,Glénat
2912,Escape from Fire Mountain (World of Adventure #3),Gary Paulsen/Steve Chorney,3.67,0440410258,9780440410256,eng,80,114,17,1995-01-01,Yearling
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,0440229359,9780440229353,eng,111,1177,218,2004-08-10,Yearling
2920,Tucket's Travels: Francis Tucket's Adventures In The West 1847-1849 (The Tucket Adventures #1-5),Gary Paulsen,4.44,0440419670,9780440419679,en-US,560,557,46,2003-09-09,Yearling
2921,Chicago Blues: The City and the Music,Mike Rowe/Ronald Radano,3.92,0306801450,9780306801457,eng,226,25,2,1981-08-22,Da Capo Press
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,0156001454,9780156001458,eng,272,5437,830,1995-02-17,Mariner Books
2928,Brian's Winter,Gary Paulsen,4.01,0385321988,9780385321983,en-US,133,76,12,1996-01-01,Delacorte Books for Young Readers
2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,0375757325,9780375757327,eng,320,209122,4131,2001-06-12,Modern Library
2933,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,0141439823,9780141439822,eng,286,1507,142,2003-03-27,Penguin Classics
2934,Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,0393964523,9780393964523,en-US,436,585,63,1994-12-19,W.W. Norton & Company
2937,Robinson Crusoe,Daniel Defoe/Avi,3.67,0689844085,9780689844089,eng,482,204,32,2001-07-01,Aladdin
2940,Robinson Crusoe,Daniel Defoe,3.67,1587263882,9781587263880,eng,288,311,18,2006-07-14,Ann Arbor Media
2942,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles Johnson,3.72,0486404889,9780486404882,eng,733,577,36,1999-01-26,Dover Publications
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,0520238958,9780520238954,eng,389,5,0,2003-03-15,University of California Press
2952,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,1555176801,9781555176808,eng,277,242,29,2003-04-22,Council Press
2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,4.06,1883011884,9781883011888,en-US,808,33,3,2000-08-01,Library of America
2956,The Adventures of Huckleberry Finn (Adventures of Tom and Huck #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,3.82,0142437174,9780142437179,eng,327,1049912,11391,2002-12-31,Penguin Classics
2958,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,0486443221,9780486443225,eng,368,144,17,2005-05-06,Dover Publications
2960,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,0375757376,9780375757372,eng,244,687,37,2001-08-14,The Modern Library
2962,The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,0393020398,9780393020397,eng,656,185,18,2001-10-17,W. W. Norton Company
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.20,0486406644,9780486406640,eng,64,970,53,1998-12-23,Dover Publications
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,0520242459,9780520242456,eng,221,513,71,2004-10-18,University of California Press
2968,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,0553211951,9780553211955,eng,848,5710,142,1984-03-01,Bantam Classics
